Etunimi;Lukumäärä
Alia;96
Arja-Riitta;96
Asha;96
Avella;96
Cathrine;96
Eleonor;96
Joanne;96
Juudit;96
Margareth;96
Pricilla;96
Renate;96
Ulpukka;96
Hinni;95
Hope;95
Jarintytär;95
Julina;95
Kirsimarja;95
Malak;95
Miili;95
Norma;95
Ronya;95
Unni;95
Edita;94
Elanor;94
Julietta;94
Justina;94
Pirketta;94
Rahma;94
Salla-Maaria;94
Sini-Maria;94
Vida;94
Abdullah;93
Anni-Mari;93
Catalina;93
Gun-Lis;93
Merit;93
Mindi;93
Sahar;93
Sole;93
Ulla-Marja;93
Van;93
Venja;93
Villiina;93
Carmela;92
Gia;92
Gina;92
Gunn-Britt;92
Hymy;92
Jukantytär;92
Kukka-Maria;92
Miranna;92
Oivi;92
Ristiina;92
Safiya;92
Sorella;92
Anina;91
Anna-Greta;91
Arlene;91
Emma-Lotta;91
Irja-Liisa;91
Juli;91
Julianne;91
Lotta-Maria;91
Meliina;91
Minttu-Maaria;91
Nataliia;91
Rose-Maj;91
Ruby;91
Sini-Tuulia;91
Terja;91
Vivika;91
Vy;91
Hannakaisa;90
Kirsi-Maarit;90
Lan;90
Nelia;90
Aisla;89
Emmi-Lotta;89
Iryna;89
Kaisa-Mari;89
Meryem;89
Nanny;89
Nika;89
Sanna-Maarit;89
Uma;89
Alexina;88
Alfhild;88
Gitta;88
Gunn;88
Hannuntytär;88
Heili;88
Liselotte;88
Lise-Lotte;88
Maida;88
Marena;88
Maret;88
Minna-Maarit;88
Minnamari;88
Naima;88
Nour;88
Simona;88
Suzan;88
Alexandria;87
Cajsa;87
Cara;87
Izabella;87
June;87
Mella;87
Mikantytär;87
Nimo;87
Pii;87
Scarlett;87
Toive;87
Yasmina;87
Yen;87
Amiira;86
Jeanne;86
Leonore;86
Mariama;86
Merina;86
Minttu-Maria;86
Penni;86
Raini;86
Soraja;86
Amilia;85
Brianna;85
Edel;85
Ensi;85
Estel;85
Ivy;85
Jessiina;85
Karintytär;85
María;85
Metti;85
Minna-Leena;85
Minna-Riitta;85
Nhu;85
Penelope;85
Quynh;85
Taisia;85
Vivianne;85
Wera;85
Wilda;85
Aino-Sofia;84
Anja-Liisa;84
Anne-Kristiina;84
Arita;84
Athena;84
Elaine;84
Fatemeh;84
Jenna-Maria;84
Lene;84
Maleena;84
Mi;84
Mona-Lisa;84
Mustafa;84
Neve;84
Renée;84
Sunna;84
Tarita;84
Tiina-Riitta;84
Vanja;84
Yusra;84
Annuli;83
Dania;83
Marje;83
Minette;83
Suvi-Maaria;83
Tii;83
Valentiina;83
Viima;83
Wanda;83
Zahraa;83
Zeynep;83
Anna-Karoliina;82
Ayaan;82
Cristiina;82
Hanna-Reetta;82
Henriina;82
Mataleena;82
Pirta;82
Sirena;82
Aana;81
Adelle;81
Anne-Marita;81
Ann-Helen;81
Chantal;81
Ciara;81
Eevaliisa;81
Evena;81
Helmi-Maria;81
Joyce;81
Magda;81
Meija;81
Mirkku;81
Noelia;81
Päivyt;81
Raina;81
Sipriina;81
Talvi;81
Tarina;81
Tova;81
Tuula-Marja;81
Constance;80
Eedith;80
Iina-Maria;80
Inessa;80
Merja-Leena;80
Silla;80
Unnukka;80
Anki;79
Avelia;79
Bao;79
Faith;79
Hanan;79
Hele;79
Irmelin;79
Jama;79
Kamomilla;79
Marja-Kaisa;79
Riitu;79
Sarika;79
Satu-Marja;79
Sorja;79
Tiffany;79
Tuva;79
Angervo;78
Anna-Lotta;78
Emilla;78
Gitte;78
Gustava;78
Helly;78
Jenika;78
Katia;78
Lilla;78
Liza;78
Mahamud;78
Marja-Kaarina;78
Minna-Kaisa;78
Pihlaja;78
Roza;78
Sikuriina;78
Tiila;78
Yana;78
Albina;77
Aleksandrovna;77
Anastassia;77
Anetta;77
Ann-Catrin;77
Anne-May;77
Elia;77
Ellinora;77
Eloise;77
Kersti;77
Lilith;77
Malika;77
Maren;77
Muusa;77
Rana;77
Satu-Maaria;77
Soma;77
Tiiti;77
Zelda;77
Aaria;76
Adolfina;76
Anastasija;76
Anna-Helena;76
Eeva-Stiina;76
Kikka;76
Kirsten;76
Margitta;76
Rae;76
Shukri;76
Sofiina;76
Tuuli-Maria;76
Venna;76
Adelaide;75
Ainamo;75
Elli-Maija;75
Esma;75
Hoang;75
Idun;75
Joalin;75
Kaari;75
Marinella;75
Maryama;75
Melia;75
Najma;75
Serina;75
Theodora;75
Thyra;75
Toivikki;75
Aden;74
Ancela;74
Andréa;74
Anmari;74
Annemarie;74
Awa;74
Elli-Maria;74
Hana;74
Heléne;74
Junia;74
Lin;74
Margarethe;74
Marjana;74
Marléne;74
Nea-Maria;74
Raakeli;74
Rosalinda;74
Salla-Maarit;74
Villentytär;74
Aino-Liisa;73
Aleksantra;73
Ariella;73
Jada;73
Minéa;73
Noemi;73
Sundus;73
Velma;73
Beatriz;72
Diane;72
Evin;72
Hagar;72
Khalid;72
Kylli;72
Leena-Maria;72
Ly;72
Malvina;72
Marilyn;72
Maxine;72
Miska;72
Niina-Maria;72
Runo;72
Sadia;72
Silmu;72
Tiina-Kaisa;72
Tuomi;72
Abbas;71
Aliisi;71
Brigitte;71
Chloé;71
Demi;71
Emmi-Sofia;71
Eva-Stina;71
Inka-Maria;71
Jenni-Mari;71
Kariina;71
Nguyen;71
Niini;71
Nila;71
Pirkko-Leena;71
Sanne;71
Sirkka-Leena;71
Susana;71
Viva;71
Adaliina;70
Ahmad;70
Anni-Kaisa;70
Beada;70
Görel;70
Huyen;70
Juanita;70
Kristella;70
Kseniia;70
Liisa-Maija;70
Lise-Lott;70
Mohammad;70
Reine;70
Renee;70
Sol-Britt;70
Vivienne;70
Ying;70
Ami;69
Anu-Riikka;69
Ayse;69
Cristine;69
Eena;69
Ela;69
Elmiira;69
Ifrah;69
Jenica;69
Kelly;69
Kirsi-Mari;69
Kristian;69
Merituulia;69
Merle;69
Miljaana;69
Odelia;69
Pelagia;69
Sanniina;69
Shirin;69
Sidra;69
Sini-Maaria;69
Aino-Elina;68
Azra;68
Debora;68
Etti;68
Eva-Lisa;68
Hetta;68
Hetti;68
Immi;68
Ingemo;68
Iona;68
Katarine;68
Kuu;68
Lorena;68
Marjo-Liisa;68
Melis;68
Melita;68
Misa;68
Sanna-Riikka;68
Sirius;68
Sivia;68
Tuutikki;68
Abdirashid;67
Alaa;67
Alejandra;67
Angeliina;67
Anna-Riina;67
Annimari;67
Berfin;67
Berta;67
Eeva-Mari;67
Elias;67
Georgina;67
Hilla-Maria;67
Janella;67
Jannike;67
Juulianna;67
Kaija-Riitta;67
Meerit;67
Mildred;67
Noora-Maria;67
Pekantytär;67
Riina-Maria;67
Sana;67
Sheila;67
Tora;67
Aleksina;66
Annabelle;66
Anuliina;66
Audrey;66
Clary;66
Edina;66
Elmira;66
Hiba;66
Jonna-Maria;66
Lyylikki;66
Mahmoud;66
Maileena;66
Menna;66
Metta;66
Milia;66
Sabah;66
Violeta;66
Adna;65
Ailiina;65
Anna-Maarit;65
Artemis;65
Beatrix;65
Chatarina;65
Dea;65
Eelia;65
Eliisi;65
Emil;65
Hazel;65
Jessina;65
Juno;65
Katarzyna;65
Laine;65
Madeline;65
Maritsa;65
Meritta;65
Milo;65
Neilikka;65
Raakkel;65
Siiri-Sofia;65
Tuua;65
Uni;65
Vega;65
Vladimirovna;65
Adèle;64
Annaliina;64
Anneliina;64
Bahar;64
Birkitta;64
Céline;64
Del;64
Eerica;64
Eleonore;64
Eline;64
Fiinu;64
Franziska;64
Gunlög;64
Indira;64
Jinna;64
Joana;64
Kaisli;64
Liidia;64
Luise;64
Malou;64
Marjo-Riikka;64
Miilia;64
Nathalia;64
Seea;64
Taava;64
Alana;63
Amaya;63
April;63
Arya;63
Asmaa;63
Dilara;63
Elvina;63
Emmaliina;63
Hanna-Maaria;63
Hawa;63
Hélène;63
Helkky;63
Katri-Maria;63
Khadra;63
Leena-Marja;63
Markontytär;63
Milla-Maaria;63
Mimmu;63
Viktoriina;63
Wendy;63
Yan;63
Aivi;62
Bich;62
Carol;62
Ella-Sofia;62
Emelina;62
Eva-Lotta;62
Hang;62
Iiri;62
Jamal;62
Kateriina;62
Leana;62
Maare;62
Madelein;62
Minna-Maaria;62
Niki;62
Nomi;62
Päivänsäde;62
Sarri;62
Sue;62
Tehilla;62
Terttu-Liisa;62
Alexis;61
Alica;61
Anna-Katriina;61
Arintytär;61
Ashley;61
Ella-Noora;61
Fredrica;61
Irma-Liisa;61
Jenna-Mari;61
Jussintytär;61
Katja-Maria;61
Kitta;61
Leija;61
Margarete;61
Marla;61
Megan;61
Milla-Mari;61
Nga;61
Novalie;61
Ros-Marie;61
Svitlana;61
Zhanna;61
Amani;60
Anni-Elina;60
Bertha;60
Camila;60
Chi;60
Darina;60
Edea;60
Enia;60
Evia;60
Hoa;60
Karenina;60
Lioubov;60
Mari-Johanna;60
Marjorie;60
Melodia;60
Miia-Mari;60
Pirja;60
Skye;60
Teodora;60
Titti;60
Ullamaija;60
Veera-Maria;60
Adea;59
Adelie;59
Alexander;59
Annariikka;59
Anni-Maija;59
Arabella;59
Corinna;59
Emi;59
Halimo;59
Hanna-Maarit;59
Hippu;59
Madina;59
Mahdi;59
Martiina;59
Mesi;59
Mindy;59
Mirabella;59
Muisto;59
Onnia;59
Safina;59
Satu-Sinikka;59
Tanita;59
Tiitta;59
Ulla-Riikka;59
Vasilisa;59
Weera;59
Yara;59
Aada-Maria;58
Aleksa;58
Asteri;58
Bushra;58
Camille;58
Dahir;58
Ella-Mari;58
Erina;58
Erja-Liisa;58
Eunice;58
Gita;58
Gunda;58
Kristen;58
Lida;58
Pia-Liisa;58
Piret;58
Riikka-Leena;58
Saad;58
Tarja-Riitta;58
Tetiana;58
Aalia;57
Ada-Sofia;57
Ama;57
Birit;57
Celinda;57
Chelsea;57
Delila;57
Désirée;57
Eevamaria;57
Eleena;57
Fatema;57
Fatou;57
Greeta;57
Jael;57
Kay;57
Kayla;57
Lo;57
Maaren;57
Manja;57
Marine;57
Minna-Maija;57
Oliver;57
Otava;57
Petrintytär;57
Seija-Riitta;57
Siham;57
Soja;57
Suvi-Päivi;57
Valvikki;57
Vea;57
Aaliyah;56
Aniela;56
Bashir;56
Christiane;56
Dorothy;56
Evgeniia;56
Isella;56
Liona;56
Madelen;56
Mariikka;56
Millie;56
Ninette;56
Rosemarie;56
Salah;56
Sofiel;56
Suvi-Marja;56
Tarja-Tuulikki;56
Zinaida;56
Alisha;55
Ancelika;55
Anissa;55
Arna;55
Birgetta;55
Chanel;55
Delia;55
Eetla;55
Ellanoora;55
Elsa-Maria;55
Emmi-Maria;55
Freyja;55
Hawo;55
Iqra;55
Jaakontytär;55
Joline;55
Kai;55
Kaisa-Maija;55
Leo;55
Lovis;55
Merve;55
Mili;55
Muru;55
Ninnu;55
Priitta;55
Solbritt;55
Tasnim;55
Tonja;55
Utu;55
Wellamo;55
Abukar;54
Aile;54
Anu-Maarit;54
Brenda;54
Dilan;54
Eileen;54
Elenor;54
Farhia;54
Hailey;54
Hannamaria;54
Hanne-Maria;54
Havu;54
Ida-Lotta;54
Johanne;54
Julija;54
Kaisu-Leena;54
Karolin;54
Lavinia;54
Leandra;54
Lolan;54
Madelaine;54
Malina;54
May-Britt;54
Nawal;54
Roberta;54
Tuomikki;54
Ulla-Stina;54
Vesta;54
Anett;53
Anu-Maria;53
Desireé;53
Dung;53
Eevaleena;53
Elisi;53
Fatimah;53
Gaia;53
Henriksdotter;53
Isela;53
Ivana;53
Janice;53
Kateryna;53
Khanh;53
Laurintytär;53
Maija-Kaisa;53
Mare;53
Meena;53
Nasrin;53
Otteliaana;53
Rosanne;53
Sagal;53
Samia;53
Sari-Anna;53
Sibel;53
Silpa;53
Siw;53
Tinna;53
Truc;53
Tuula-Riitta;53
Viivia;53
Vivica;53
Abdirizak;52
Ania;52
Annami;52
Anna-Reeta;52
Deniz;52
Elvia;52
Faina;52
Fardowsa;52
Farida;52
Gea;52
Hanh;52
Ida-Emilia;52
Josefia;52
Kesia;52
Kukkamaaria;52
Laura-Kaisa;52
Liisu;52
Lilya;52
Loan;52
Nataliya;52
Neda;52
Nikki;52
Oma;52
Oona-Maria;52
Rabia;52
Rashid;52
Rayan;52
Riikka-Mari;52
Rosemary;52
Saana-Maria;52
Saba;52
Solina;52
Sulevi;52
Wiivi;52
Adelea;51
Ainomaija;51
Alda;51
Aliise;51
Alison;51
Amilda;51
Essi-Maria;51
Evella;51
Heinikki;51
Jannentytär;51
Lizette;51
Lucie;51
Maaretta;51
Maijaliisa;51
Mainikki;51
Malgorzata;51
Marcella;51
Mariza;51
Michele;51
Noella;51
Rayaan;51
Rinja;51
Sanni-Maria;51
Seita;51
Serafima;51
Wiola;51
Adel;50
Agnieszka;50
Amber;50
Ann-Maria;50
Cynthia;50
Eili;50
Elene;50
Hai;50
Isolde;50
Jenny-Maria;50
Katie;50
Leonor;50
Liila;50
Linéa;50
Madison;50
Mariah;50
Mariko;50
Marjo-Leena;50
Melida;50
Nasra;50
Nelli-Noora;50
Nisa;50
Nyyti;50
Riitta-Sisko;50
Torborg;50
Tuuni;50
Uliana;50
Veena;50
Ainomaria;49
Alexiina;49
Amara;49
Anna-Kaija;49
Anna-Katri;49
Anne-Liisa;49
Apollonia;49
Aster;49
Avilla;49
Evie;49
Faisa;49
Habiba;49
Karima;49
Katju;49
Mai-Lis;49
Majken;49
Ngan;49
Pia-Mari;49
Princess;49
Reetta-Liisa;49
Sanni-Mari;49
Signhild;49
Sisko-Liisa;49
Tuija-Liisa;49
Tuuve;49
Valeriia;49
Verena;49
Yu;49
Adam;48
Adan;48
Birgitte;48
Brigitta;48
Eeden;48
Effi;48
Emma-Maria;48
Eva-Marie;48
Fay;48
Freia;48
Hatice;48
Helmina;48
Hibo;48
India;48
Janiika;48
Kaiju;48
Lisa-Maria;48
Malaika;48
Marcela;48
Mariya;48
Mikaelsdotter;48
Minnie;48
Monique;48
Neo;48
Norah;48
Outi-Maria;48
Raquel;48
Sasha;48
Tam;48
Tella;48
Terése;48
Tuula-Anneli;48
Vi;48
Abdifatah;47
Ada-Maria;47
Anne-Charlotte;47
Annimaria;47
Carlotta;47
Carolyn;47
Derya;47
Elen;47
Esteriina;47
Heini-Maria;47
Ingvor;47
Jaanika;47
Jelina;47
Katalin;47
Kumari;47
Ling;47
Markuntytär;47
Mio;47
Noel;47
Peppilotta;47
Priita;47
Rawan;47
Repekka;47
Safiira;47
Sanna-Maaria;47
Sirkku-Liisa;47
Sumu;47
Sävy;47
Tintti;47
Ubah;47
Viviann;47
Alevtina;46
Binta;46
Britt-Louise;46
Eeva-Kristiina;46
Elo;46
Fernanda;46
Fransilia;46
Harrintytär;46
Heldine;46
Iana;46
Johannes;46
Jonna-Mari;46
Kamila;46
Keijukka;46
Kimberly;46
Kirsti-Liisa;46
Ksenija;46
Käthe;46
Maarja;46
Manteli;46
Mariatta;46
Markareetta;46
Minne;46
Mohamad;46
Nasro;46
Nuur;46
Onna;46
Rimma;46
Sania;46
Sannakaisa;46
Senia;46
Sinella;46
Snöfrid;46
Suleima;46
Tilta;46
Tran;46
Tuana;46
Valencia;46
Vesantytär;46
Yael;46
Adrienne;45
Ailikki;45
Alea;45
Andersdotter;45
Anjuska;45
Arwen;45
Beate;45
Cecilie;45
Dominique;45
Effia;45
Eija-Sinikka;45
Elsbeth;45
Han;45
Hannamaija;45
Idamaria;45
Iro;45
Israa;45
Jeni;45
Kalla;45
Lisa-Marie;45
Madicken;45
Marge;45
Philippa;45
Piia-Maria;45
Reina;45
Robin;45
Saara-Maija;45
Saleh;45
Seena;45
Selda;45
Sissel;45
Suad;45
Suna;45
Taira;45
Tuikku;45
Venus;45
Viktoriya;45
Wanjiru;45
Wiktoria;45
Aada-Sofia;44
Aino-Inkeri;44
Alfrida;44
Anne-Marjut;44
Anniliina;44
Antonella;44
Belle;44
Bibi;44
Christiana;44
Darling;44
Elona;44
Elviina;44
Emilija;44
Henna-Leena;44
Kea;44
Lilija;44
Lumianna;44
Marjaterttu;44
Miana;44
Milja-Maria;44
Parisa;44
Paulette;44
Pyry;44
Ramla;44
Roosa-Maaria;44
Sabrin;44
Saranda;44
Sievä;44
Tiara;44
Tu;44
Tupuna;44
Tuulianna;44
Valpu;44
Viktorina;44
Alona;43
Anni-Emilia;43
Apila;43
Arnevi;43
Diem;43
Elizabet;43
Giulia;43
Helmi-Sofia;43
Henna-Kaisa;43
Iida-Emilia;43
Iselin;43
Jenna-Julia;43
Karpalo;43
Kathryn;43
Lejla;43
Leone;43
Leontine;43
Luana;43
Mahad;43
Mandy;43
Marja-Elina;43
Marleen;43
Matlena;43
Minna-Riikka;43
Nguyet;43
Nikola;43
Ollintytär;43
Pia-Riitta;43
Rahaf;43
Selia;43
Titi;43
Viktorovna;43
Villa;43
Vilma-Lotta;43
Wambui;43
Yvette;43
Abdul;42
Adelin;42
Agafia;42
Anaïs;42
Annmarie;42
Aviva;42
Dua;42
Eeri;42
Ellamari;42
Enniina;42
Fartun;42
Faye;42
Francisca;42
Frederika;42
Gladys;42
Hanna-Elina;42
Helianna;42
Hilta;42
Jasna;42
Jolie;42
Kieu;42
Kirsi-Maaria;42
Krista-Maria;42
Liivia;42
Lolita;42
Majlen;42
Marget;42
Melike;42
Mia-Mari;42
Mira-Maria;42
Mustikka;42
Naimi;42
Najmo;42
Natascha;42
Olesia;42
Rebeca;42
Riitta-Kaisa;42
Sadetta;42
Sarai;42
Sigbritt;42
Sini-Tuuli;42
Sylvie;42
Tilla;42
Tuomaantytär;42
Ulla-Brita;42
Xuan;42
Ülle;42
Zoja;42
Adnan;41
Ailakki;41
Anais;41
Anja-Leena;41
del;41
Emmelie;41
Faiza;41
Gunlis;41
Hannaliisa;41
Helpi;41
Hien;41
Idil;41
Ilkantytär;41
Irkka;41
Jessie;41
Johansdotter;41
Katjuska;41
Lien;41
Lotten;41
Luciana;41
Mahmood;41
Maija-Stiina;41
Marlén;41
Merette;41
Mette-Maria;41
Meya;41
Minta;41
Mireille;41
Muna;41
Neonilla;41
Nhung;41
Nicoletta;41
Nimco;41
Oliwia;41
Pippa;41
Rosi;41
Sakina;41
Samintytär;41
Siena;41
Telle;41
Tiia-Riikka;41
Ulla-Leena;41
Valentine;41
Viivi-Maria;41
Yuliya;41
Zofia;41
Adeleine;40
Ai;40
Aire;40
Anab;40
Annasofia;40
Anne-Christine;40
Anne-Kaarina;40
Arielle;40
Chioma;40
Ciia;40
Dorita;40
Erikka;40
Fransiska;40
Gunbritt;40
Hanna-Marja;40
Helina;40
Iivi;40
Ilham;40
Illuusia;40
Ivanovna;40
Jenifer;40
Kaiho;40
Kara;40
Krisse;40
Leena-Kaarina;40
Leticia;40
Liliane;40
Lilja-Maria;40
Lounatuuli;40
Lumilla;40
Mária;40
Maria-Helena;40
Marja-Kristiina;40
Maryna;40
Mirela;40
Narges;40
Neena;40
Pomeliina;40
Poppy;40
Rani;40
Rihanna;40
Sanni-Sofia;40
Sari-Maarit;40
Satu-Sisko;40
Shirley;40
Silje;40
Thien;40
Tiia-Riina;40
Tiina-Marja;40
Yousif;40
Aliya;39
Amadea;39
Amna;39
Anilla;39
Anu-Liisa;39
Aziza;39
Blessing;39
Caitlin;39
Cleo;39
Crystal;39
Damla;39
Darya;39
Dawn;39
Devi;39
Edvina;39
Elisia;39
Enneli;39
Esantytär;39
Hadi;39
Hamid;39
Henna-Maija;39
Iida-Lotta;39
Iida-Maija;39
Kassandra;39
Kiisa;39
Kirta;39
Leena-Mari;39
Leigh;39
Luz;39
Madleena;39
Mairit;39
Mansikka;39
Mari-Leena;39
Marjuska;39
Martine;39
Miia-Marika;39
Miija;39
Moira;39
Molla;39
Nura;39
Pi;39
Remi;39
Rosamaria;39
Saara-Kaisa;39
Saara-Sofia;39
Salman;39
Selin;39
Sima;39
Syksy;39
Tapiontytär;39
Wanjiku;39
Willow;39
A.;38
Aiju;38
Airiina;38
Alfa;38
Anastasiya;38
Annemaria;38
Aslög;38
Asra;38
Aureelia;38
Catariina;38
Danica;38
Ditte;38
Donya;38
Eedi;38
Eevamaija;38
Elfrida;38
Ella-Maija;38
Emma-Liisa;38
Farhiyo;38
Franciska;38
Gun-Marie;38
Gunveig;38
Hayder;38
Holly;38
Iidamaria;38
Inca;38
Isabela;38
Jing;38
Jounintytär;38
Juhontytär;38
Katharine;38
Kitte;38
Lam;38
Léa;38
Liilia;38
Mari-Louise;38
Marjoriitta;38
Mary-Anne;38
Mildrid;38
Milou;38
Mimma;38
Munira;38
Naemi;38
Nan;38
Nasti;38
Natalija;38
Nenne;38
Nikolina;38
Oline;38
Ristontytär;38
Roosa-Mari;38
Roya;38
Sabriina;38
Samiira;38
Samsam;38
Sargit;38
Sini-Maarit;38
Sirpa-Leena;38
Sol;38
Suvi-Tuulikki;38
Tiia-Tuulia;38
Ulla-Kaisa;38
Vineta;38
Wilja;38
Wivi;38
Abdirisaq;37
Adelé;37
Afnan;37
Agnetha;37
Ahlam;37
Ailin;37
Aino-Emilia;37
Anne-Maaret;37
Anne-Marika;37
Anni-Leena;37
Asia;37
Asli;37
Bernadette;37
Binte;37
Cam;37
Chau;37
Chris;37
Dunia;37
Ellimaija;37
Elza;37
Emeline;37
Erja-Leena;37
Erja-Riitta;37
Erkintytär;37
Faadumo;37
Faisal;37
Georgia;37
Geraldine;37
Giovanna;37
Hajar;37
Hanna-Sofia;37
Iida-Liisa;37
Inga-Liisa;37
Inge-Britt;37
Iraida;37
Jasim;37
Jeena;37
Karo;37
Katya;37
Keira;37
Kerttu-Liisa;37
Kristiine;37
Liliia;37
Liyana;37
Lumimarja;37
Maria-Sofia;37
Maribel;37
Marle;37
Mirja-Riitta;37
Muniira;37
Nala;37
Natja;37
Neila;37
Nida;37
Penny;37
Pia-Kristiina;37
Priska;37
Saija-Leena;37
Sakura;37
Sandy;37
Sickan;37
Sini-Marja;37
Smilla;37
Tatyana;37
Thilde;37
Tuija-Leena;37
Unikko;37
Zohra;37
Aasa;36
Abdikarim;36
Ajla;36
Aksiina;36
Aleyna;36
Amaal;36
Anabel;36
Annalisa;36
Anna-Marie;36
Anu-Mari;36
Asad;36
Ayda;36
Ayesha;36
Catherina;36
Catrina;36
Cira;36
de;36
De;36
Dunya;36
Eija-Inkeri;36
Ellamaria;36
Elli-Sofia;36
Else-May;36
Ema;36
Emma-Kaisa;36
Emma-Leena;36
Enni-Maria;36
Giselle;36
Gun-Viol;36
Hannemari;36
Helea;36
Heli-Maria;36
Iida-Mari;36
Janelle;36
Latifa;36
Leonoora;36
Liban;36
Lorin;36
Lucina;36
Luiza;36
Lumo;36
Margitha;36
Meriem;36
Metsätähti;36
Minnaliisa;36
Mirigli;36
Natasia;36
Nikolaevna;36
Olive;36
Omena;36
Oodi;36
Petrina;36
Rosa-Marie;36
Salka;36
Seynab;36
Shamso;36
Silvana;36
Suvituulia;36
Zina;36
Zoya;36
Aija-Leena;35
Alesia;35
Alfiina;35
Amaia;35
Amie;35
Amin;35
Anna-Julia;35
Aronia;35
Athene;35
Athina;35
Biritta;35
Briita;35
Britt-Inger;35
Elham;35
Ene;35
Eva-Kaarina;35
Eva-Maija;35
Evangeline;35
Eyvor;35
Gun-May;35
Halina;35
Hanaan;35
Hanna-Riina;35
Heather;35
Hilja-Maria;35
Jiina;35
Josetta;35
Kadhim;35
Kendra;35
Kiki;35
Kristi;35
Kuutar;35
Leenu;35
Linda-Marie;35
Livian;35
Lourdes;35
Maira;35
Manal;35
Marella;35
Margherita;35
Marike;35
Markitta;35
Melika;35
Merikukka;35
Mertta;35
Natacha;35
Nazanin;35
Neera;35
Pasintytär;35
Perla;35
Reem;35
Riitta-Maria;35
Roosamari;35
Rosie;35
Sihaam;35
Sinaida;35
Suvi-Maarit;35
Suzana;35
Teija-Liisa;35
Trine;35
Tuuli-Maaria;35
Ulla-Maarit;35
Ullamari;35
Vanda;35
Vilna;35
Zamzam;35
Zehra;35
Abdulrahman;34
Adette;34
Agnete;34
Aminata;34
Aninka;34
Anju;34
Annabell;34
Anna-Pauliina;34
Anu-Leena;34
Aretta;34
Arianne;34
Asal;34
Astri;34
Damaris;34
Daniel;34
Dominika;34
Edona;34
Elektra;34
Esperanza;34
Fransina;34
Gundel;34
Henna-Maaria;34
Ikram;34
Iliana;34
Jaana-Maria;34
Jarita;34
Jemilia;34
Juhani;34
Kadri;34
Kathy;34
Khaled;34
Kiia-Maria;34
Larsdotter;34
Leanne;34
Lumi-Kukka;34
M.;34
Malia;34
Manar;34
Mara;34
Mariliina;34
Marleene;34
Merihelmi;34
Meri-Helmi;34
Nabila;34
Naimo;34
Natasa;34
Naz;34
Nele;34
Nicolette;34
Ninetta;34
Piita;34
Qamar;34
Rahmo;34
Reetta-Leena;34
Roxana;34
Sadaf;34
Sam;34
Sanaa;34
Sanna-Marja;34
Sansa;34
Shahla;34
Sharif;34
Sofija;34
Solange;34
Talia;34
Viviane;34
Warda;34
Adil;33
Adine;33
Aliida;33
Aliyah;33
Almiina;33
Anne-Mai;33
Ann-Nina;33
Anzhelika;33
Ariane;33
Aurea;33
Aziz;33
Berivan;33
Eerontytär;33
Eevakaisa;33
Eeva-Riikka;33
Eeva-Sisko;33
Eliida;33
Emmanuelle;33
Eugenie;33
Eva-Lena;33
Evian;33
Gisella;33
Hashim;33
Havin;33
Helky;33
Hilkka-Maija;33
Htoo;33
Hue;33
Ida-Mari;33
Ifeoma;33
Iinu;33
Ila;33
Jabbar;33
Jasmiin;33
Kirsi-Leena;33
Laia;33
Liine;33
Liis;33
Lilyan;33
Lydmila;33
Lyra;33
Mai-Britt;33
Maissi;33
Majbritt;33
Mari-Susanna;33
Marjariitta;33
Max;33
Meriel;33
Mihaela;33
Mimoza;33
Miroslava;33
Njeri;33
Phoebe;33
Precious;33
Priya;33
Rasha;33
Reetta-Kaisa;33
Reetta-Maria;33
Sea;33
Seija-Leena;33
Senny;33
Shanti;33
Sini-Sofia;33
Siro;33
Suvianna;33
Suzanna;33
Svanhild;33
Syeda;33
Tessaliina;33
Tiiamari;33
Tiija;33
Varma;33
Zsuzsanna;33
Abed;32
Adrianna;32
Aimee;32
Alfhilda;32
Amel;32
Ameliina;32
Amrita;32
Anna-Bella;32
Annemi;32
Anni-Helena;32
Artontytär;32
Augustiina;32
Björnsdotter;32
Blanca;32
Charlene;32
Dimitra;32
Elodie;32
Emiliina;32
Emmie;32
Giang;32
Hedwig;32
Ilhan;32
Ilsa;32
Inara;32
Inga-Maria;32
Irén;32
Ivanova;32
Jerika;32
Jertta;32
Jevgenia;32
Jia;32
Kathrin;32
Katy;32
Kenza;32
Kesäheinä;32
Kia-Maria;32
Leena-Riitta;32
Linnèa;32
Liz;32
Love;32
Luca;32
Luka;32
Maria-Riitta;32
Maris;32
Masoumeh;32
Merilla;32
Miryam;32
Musse;32
Narin;32
Natalya;32
Olavi;32
Paw;32
Robyn;32
Salad;32
Sannamaija;32
Seila;32
Shannon;32
Su;32
Terontytär;32
Tien;32
Triin;32
Tuomontytär;32
Tähkä;32
Viktorija;32
Wei;32
Weronika;32
Aamina;31
Abdikadir;31
Abdulle;31
Adile;31
Adora;31
Agnesa;31
Aileen;31
Aino-Mari;31
Aksa;31
Aleksandria;31
Amela;31
Amine;31
Amran;31
Anna-Kristina;31
Ann-Catrine;31
Astra;31
Auriina;31
Axelina;31
Beerit;31
Blanka;31
Bonnie;31
Clare;31
Coco;31
Dia;31
Donia;31
Eemil;31
Eja;31
Elicia;31
Ellimaria;31
Ellinore;31
Elzbieta;31
Faduma;31
Francine;31
Gunni;31
Hala;31
Helny;31
Hilda-Maria;31
Ioulia;31
Isatou;31
Isse;31
Izabelle;31
Jarkontytär;31
Kaarna;31
Kaja;31
Karine;31
Kasmira;31
